name,site_name,most_popular_mainset,most_popular_offset,most_popular_slot2,most_popular_slot4,most_popular_slot6,stats_priority,main_sets,offset_sets,slot2s,slot4s,slot6s,HP_value,ATK_value,DEF_value,SPD_value,CR_value,CD_value,ACC_value,RES_value,error,top_2_sub_stats,top_3_sub_stats,top_4_sub_stats
Havana,Havana,VAMPIRE,REVENGE,SPD,CD,ATK,ACC > CR > HP > SPD > RES > DEF > ATK > CD,VAMPIRE > VIOLENT > SHIELD > ACCURACY > BLADE > ENDURE > ENHANCE > FIGHT > FOCUS > NEMESIS > REVENGE > SWIFT,REVENGE > BLADE > ENERGY > NEMESIS > WILL > ACCURACY > FIGHT > FOCUS > GUARD,SPD > ATK > DEF > HP,CD > HP > CR > DEF > ATK,ATK > HP > DEF > RES,1.79,1.06,1.19,1.58,2.0,1.0,2.13,1.46,,ACC > CR,ACC > CR > HP,ACC > CR > HP > SPD
Hector / Wind Ezio,Hector / Wind Ezio,SWIFT,BLADE,ATK,CD,ATK,CR > SPD > ATK > CD > HP > ACC > DEF > RES,SWIFT > DESPAIR > ENDURE > RAGE > VAMPIRE,BLADE > REVENGE > SHIELD > Unknown,ATK > SPD,CD > ATK,ATK > DEF > Unknown,1.31,1.52,1.03,2.24,6.33,1.31,1.12,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > CD
Hekerson / Light Dhalsim,Hekerson / Light Dhalsim,VIOLENT,Unknown,SPD,CD,ATK,ACC > CR > SPD > HP > ATK > RES > DEF > CD,VIOLENT > DESPAIR > ENDURE > SWIFT > FOCUS > TOLERANCE > VAMPIRE,Unknown > FOCUS > ENDURE > REVENGE > WILL > DESTROY > ENERGY > GUARD > NEMESIS,SPD > ATK > DEF > HP,CD > CR > ATK > HP,ATK > HP > ACC > DEF > RES > X,1.49,1.28,1.1,1.83,2.34,1.0,2.39,1.24,,ACC > CR,ACC > CR > SPD,ACC > CR > SPD > HP
Helena,Helena,VIOLENT,WILL,SPD,CD,HP,CR > SPD > ACC > HP > DEF > ATK > RES > CD,VIOLENT > SWIFT > DESPAIR > UNKNOWN > FOCUS,WILL > Unknown > REVENGE > BLADE > DESTROY > ENDURE > ENERGY > FOCUS > GUARD,SPD > HP,CD > CR > HP > DEF,HP > DEF > ACC > ATK,2.06,1.3,1.42,2.5,2.97,1.0,2.42,1.13,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Hellea,Hellea,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > DEF > CD > RES,SWIFT > FATAL > FIGHT > RAGE > SHIELD > VIOLENT > DETERMINATION > FOCUS,BLADE > FOCUS > FIGHT > Unknown > REVENGE > WILL > NEMESIS > GUARD > SHIELD,SPD > ATK > HP,CD > HP > ATK > CR > DEF,ATK > ACC > HP > DEF,1.27,1.16,1.05,2.14,2.8,1.02,2.07,1.0,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Hemos,Hemos,SWIFT,Unknown,SPD,HP,ACC,ACC > SPD > RES > CR > HP > ATK > DEF > CD,SWIFT > VIOLENT > SHIELD > BLADE > DESTROY > ENDURE > ENERGY > FOCUS > GUARD > WILL,Unknown > WILL > FOCUS > BLADE > DESTROY > ENERGY > GUARD > SHIELD,SPD > ATK,HP > CR > DEF > ATK > CD,ACC > ATK > DEF > HP,1.47,1.16,1.11,2.91,1.55,1.0,2.96,1.62,,ACC > SPD,ACC > SPD > RES,ACC > SPD > RES > CR
Herne,Herne,VIOLENT,WILL,SPD,HP,HP,ACC > SPD > HP > RES > DEF > CR > ATK > CD,VIOLENT > SWIFT > SHIELD > NEMESIS > ENDURE > ENERGY > WILL,WILL > FOCUS > Unknown > ENDURE > NEMESIS > SHIELD > ENERGY > REVENGE,SPD > HP,HP > DEF > CD > CR > X,HP > DEF > ACC > RES,2.06,1.18,1.54,3.27,1.25,1.0,3.51,1.8,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > RES
Herteit,Herteit,VIOLENT,WILL,SPD,CD,HP,CR > SPD > HP > ATK > DEF > ACC > RES > CD,VIOLENT > VAMPIRE > WILL > BLADE > REVENGE > SWIFT,WILL > FIGHT > FOCUS > REVENGE > SHIELD,SPD > HP,CD > HP > CR > ATK,HP > ATK > DEF,2.23,1.62,1.4,2.86,3.57,1.0,1.28,1.2,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Hibiscus / Fire Espresso Cookie,Hibiscus / Fire Espresso Cookie,DESPAIR,BLADE,SPD,CD,ATK,SPD > CR > ACC > ATK > HP > CD > DEF > RES,DESPAIR > FATAL > NEMESIS > SHIELD > SWIFT > UNKNOWN,BLADE > FOCUS > Unknown > ACCURACY > REVENGE > SHIELD > WILL,SPD > ATK,CD > HP,ATK > HP > ACC,1.31,1.54,1.02,2.42,2.33,1.17,1.66,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > ATK
Hina,Hina,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ACC > CD > ATK > HP > RES > DEF,SWIFT > RAGE > NEMESIS > VAMPIRE,BLADE > GUARD > Unknown > ENDURE > REVENGE > SHIELD,SPD > ATK,CD,ATK,1.05,1.06,1.0,2.19,5.27,1.16,1.25,1.01,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > CD
Hiro,Hiro,VIOLENT,BLADE,HP,CD,HP,CR > SPD > ACC > RES > HP > ATK > DEF > CD,VIOLENT > REVENGE > RAGE > WILL > DESPAIR > ENDURE > FATAL > SHIELD > VAMPIRE,BLADE > REVENGE > SHIELD > Unknown > ENERGY > WILL > DESTROY > GUARD,HP > SPD > DEF,CD > HP > ATK > CR,HP > ATK,1.29,1.14,1.06,1.69,2.4,1.0,1.56,1.35,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > RES
Hiva,Hiva,RAGE,BLADE,ATK,CD,ATK,CR > SPD > HP > CD > ATK > ACC > RES > DEF,RAGE > FATAL > FIGHT > GUARD > NEMESIS > SWIFT > VAMPIRE > VIOLENT,BLADE > REVENGE > DESTROY > ENDURE > NEMESIS > TOLERANCE > WILL,ATK > SPD > DEF > HP > X,CD > CR,ATK > DEF,1.38,1.23,1.0,1.42,3.38,1.26,1.2,1.2,,CR > SPD,CR > SPD > HP,CR > SPD > HP > CD
Homunculus ATK Fire,Homunculus ATK Fire,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ACC > ATK > HP > CD > DEF > RES,SWIFT > DESPAIR > VIOLENT > ENDURE > FATAL > VAMPIRE > ACCURACY > BLADE > FIGHT > FOCUS > SHIELD,BLADE > REVENGE > Unknown > SHIELD > WILL > FOCUS > ENDURE > ENERGY > FIGHT > GUARD,SPD > ATK,CD > HP > ATK,ATK > HP > DEF,1.45,1.59,1.06,2.47,4.32,1.1,1.72,1.0,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > ATK
Homunculus ATK Water,Homunculus ATK Water,DESPAIR,FOCUS,SPD,CD,ATK,CR > ACC > SPD > HP > ATK > DEF > RES > CD,DESPAIR > SWIFT > VIOLENT > FATAL > RAGE > ENDURE > FOCUS > NEMESIS,FOCUS > BLADE > WILL > ENDURE > ENERGY > REVENGE > SHIELD > Unknown > ACCURACY > NEMESIS,SPD > ATK,CD > HP > DEF > CR,ATK > ACC > HP > DEF,1.51,1.42,1.16,1.96,2.19,1.0,2.03,1.04,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Homunculus ATK Wind,Homunculus ATK Wind,,,,,,,,,,,,,,,,,,,,Failed to process player data for Homunculus ATK Wind.,,,
Homunculus SUP Dark,Homunculus SUP Dark,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > DEF > RES > CR > ATK > CD,SWIFT > VIOLENT > ENDURE > FOCUS > TOLERANCE,Unknown > FOCUS > FIGHT > WILL > ACCURACY > SHIELD > ENDURE > ENERGY > GUARD > NEMESIS,SPD > HP > DEF,HP > DEF > ATK > CD > CR,HP > ACC > DEF > ATK,2.13,1.25,1.69,4.0,1.3,1.0,3.31,1.47,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Homunculus SUP Light,Homunculus SUP Light,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > ATK > CR > RES > DEF > CD,SWIFT > VIOLENT > BLADE > FATAL > FIGHT > SHIELD > TOLERANCE,Unknown > WILL > SHIELD > FOCUS > FIGHT > ENERGY > GUARD > NEMESIS > REVENGE,SPD > ATK,HP > DEF > CD > X > CR > ATK,HP > DEF > ACC > ATK > RES > X,2.19,1.49,1.43,4.08,1.47,1.0,2.28,1.44,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > ATK
Hong Hua,Hong Hua,VAMPIRE,REVENGE,SPD,CD,ATK,CR > SPD > ACC > HP > RES > ATK > DEF > CD,VAMPIRE > VIOLENT > FATAL > FOCUS > ENERGY > REVENGE > BLADE > RAGE > UNKNOWN,REVENGE > Unknown > BLADE > GUARD > NEMESIS > ENDURE > ENERGY > FOCUS > SHIELD,SPD > ATK > DEF,CD > ATK > HP,ATK > DEF > HP,1.41,1.17,1.08,1.73,3.43,1.0,1.58,1.2,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Hongyeon,Hongyeon,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > CR > RES > DEF > ATK > CD,SWIFT > DESTROY > FIGHT > TOLERANCE > WILL,Unknown > WILL > NEMESIS > ENERGY > FIGHT > GUARD,SPD > HP,HP > ATK > DEF > X > CD,HP > DEF > ATK > RES > X,1.95,1.25,1.31,5.7,1.57,1.0,2.0,1.35,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Hraesvelg,Hraesvelg,SWIFT,BLADE,SPD,CD,ATK,SPD > CR > HP > ACC > ATK > DEF > RES > CD,SWIFT > VIOLENT > DESPAIR > BLADE > FATAL > RAGE > VAMPIRE,BLADE > Unknown > WILL > DESTROY > SHIELD > ACCURACY > ENDURE > ENHANCE > FIGHT > GUARD > TOLERANCE,SPD > ATK > HP,CD > HP > CR > ATK > DEF,ATK > HP > DEF,1.55,1.36,1.17,2.98,2.76,1.0,1.43,1.12,,SPD > CR,SPD > CR > HP,SPD > CR > HP > ACC
Hrungnir,Hrungnir,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > RES > CD,VIOLENT > SWIFT > RAGE > BLADE > DESTROY > SHIELD,WILL > BLADE > ENDURE > FOCUS > GUARD > NEMESIS > REVENGE > Unknown > DESTROY > ENERGY > SHIELD,SPD > ATK > HP,CD > ATK > HP,ATK > HP > DEF,1.7,1.44,1.1,2.59,5.47,1.0,1.41,1.07,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Huan,Huan,SWIFT,DESTROY,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > RES > CD,SWIFT > VIOLENT > FATAL > VAMPIRE > DESTROY > SHIELD > BLADE > ENERGY > FOCUS > GUARD > NEMESIS > REVENGE,DESTROY > NEMESIS > WILL > ENERGY > FOCUS > BLADE > REVENGE > ACCURACY > GUARD > SHIELD > DETERMINATION > TOLERANCE,SPD > ATK > DEF > HP,CD > ATK > CR > DEF > HP,ATK > HP > DEF,1.79,1.34,1.27,2.82,3.54,1.0,1.68,1.02,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Huga,Huga,BLADE,NEMESIS,ATK,ATK,ATK,CR > CD > DEF > SPD > ACC > ATK > HP > RES,BLADE > VAMPIRE,NEMESIS > Unknown,ATK,ATK > CD,ATK > HP,1.08,1.08,1.86,1.44,6.5,1.86,1.3,1.0,,CR > CD,CR > CD > DEF,CR > CD > DEF > SPD
Hwa,Hwa,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > CD > RES,SWIFT > VAMPIRE > ENDURE > ACCURACY > BLADE > REVENGE > VIOLENT > WILL,BLADE > Unknown > ENDURE > REVENGE > ENERGY > FOCUS > WILL > FIGHT > NEMESIS > TOLERANCE,SPD > ATK,CD > CR > ATK,ATK > DEF > HP,1.77,1.5,1.14,2.54,4.65,1.04,1.12,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Hwadam,Hwadam,DESPAIR,WILL,HP,HP,HP,RES > SPD > HP > DEF > ACC > CR > ATK > CD,DESPAIR > SHIELD > ENDURE > ENERGY > VIOLENT > SWIFT > VAMPIRE > WILL,WILL > ENDURE > REVENGE > SHIELD > Unknown > ENERGY > TOLERANCE > FOCUS > GUARD,HP > SPD > DEF,HP > DEF,HP > DEF > RES > X,2.07,1.23,2.03,2.61,1.43,1.0,1.79,2.65,,RES > SPD,RES > SPD > HP,RES > SPD > HP > DEF
Hwahee,Hwahee,VIOLENT,SHIELD,SPD,CD,ATK,SPD > CR > HP > ACC > ATK > DEF > RES > CD,VIOLENT > FATAL > SWIFT > NEMESIS > ENERGY > FIGHT > REVENGE > SHIELD,SHIELD > ENERGY > Unknown > WILL > ENDURE > FOCUS > GUARD > BLADE > FIGHT > NEMESIS > REVENGE,SPD > ATK > HP,CD > ATK > CR > HP > DEF,ATK > HP > DEF > X,1.81,1.42,1.23,2.89,2.19,1.0,1.52,1.22,,SPD > CR,SPD > CR > HP,SPD > CR > HP > ACC
Hyanes,Hyanes,DESPAIR,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > CR > RES > CD,DESPAIR > SWIFT > VIOLENT,WILL > Unknown > FOCUS > ENERGY > BLADE > ENDURE > NEMESIS,SPD,HP > CR > DEF > ATK > CD,HP > ACC > DEF > ATK > X,2.05,1.38,1.72,4.54,1.36,1.0,3.79,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Ian / Light Ezio,Ian / Light Ezio,RAGE,Unknown,SPD,CD,ATK,CR > ATK > SPD > CD > ACC > HP > DEF > RES,RAGE > SWIFT > VIOLENT > BLADE > FATAL > UNKNOWN > VAMPIRE,Unknown > BLADE > WILL,SPD > ATK > CD,CD > ATK,ATK > Unknown,1.35,2.15,1.09,2.05,7.0,1.53,1.38,1.0,,CR > ATK,CR > ATK > SPD,CR > ATK > SPD > CD
Icares,Icares,SWIFT,WILL,SPD,HP,HP,SPD > HP > DEF > ACC > RES > CR > ATK > CD,SWIFT > VIOLENT > ENERGY > DESPAIR > ACCURACY > FOCUS > WILL,WILL > ENERGY > Unknown > GUARD > SHIELD > ENDURE > NEMESIS,SPD > HP,HP > DEF,HP,3.02,1.14,1.8,4.24,1.3,1.0,1.75,1.73,,SPD > HP,SPD > HP > DEF,SPD > HP > DEF > ACC
Icaru,Icaru,GUARD,GUARD,DEF,DEF,DEF,CR > ACC > SPD > DEF > HP > ATK > RES > CD,GUARD > SWIFT > RAGE > VIOLENT > ENERGY > VAMPIRE > DETERMINATION > FOCUS > NEMESIS > UNKNOWN,GUARD > Unknown > WILL > BLADE > ACCURACY > FIGHT > SHIELD > DETERMINATION > ENDURE > FOCUS,DEF > SPD,DEF > CD,DEF > ATK > Unknown,1.35,1.2,1.54,1.97,2.39,1.0,2.36,1.05,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > DEF
Icasha,Icasha,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > CR > RES > DEF > ATK > CD,SWIFT > VIOLENT > BLADE > ENDURE > FATAL > GUARD > WILL,Unknown > GUARD > BLADE > DESTROY > SHIELD > ENDURE > NEMESIS > WILL > FOCUS > REVENGE,SPD > DEF > HP,HP > CR > DEF > ATK > CD,HP > DEF > ACC > RES > X,1.78,1.19,1.39,3.43,1.67,1.0,2.4,1.57,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Igmanodon,Igmanodon,VAMPIRE,REVENGE,DEF,CD,DEF,CR > SPD > ACC > HP > DEF > RES > ATK > CD,VAMPIRE > GUARD > VIOLENT > SWIFT > WILL > ENHANCE > RAGE > REVENGE > SHIELD,REVENGE > DESTROY > WILL > GUARD > BLADE > FOCUS > Unknown > ENDURE > NEMESIS > SHIELD > TOLERANCE,DEF > SPD > HP,CD > HP > DEF,DEF > HP > ACC,1.67,1.01,1.42,2.22,2.65,1.0,2.14,1.27,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Ignicus,Ignicus,ENDURE,DESTROY,ATK,CD,ATK,ACC > CR > HP > SPD > DEF > RES > ATK > CD,ENDURE > ENERGY > VIOLENT,DESTROY > FOCUS > SHIELD > WILL,ATK > SPD,CD > CR,ATK > HP,1.47,1.19,1.32,1.39,1.92,1.0,2.08,1.32,,ACC > CR,ACC > CR > HP,ACC > CR > HP > SPD
Illianna,Illianna,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > RES > DEF > CR > ATK > CD,SWIFT > VIOLENT,WILL > Unknown > ENDURE > ENERGY > FIGHT > GUARD > NEMESIS,SPD,HP > DEF > X > ATK,HP > DEF > ACC > X > ATK > RES,2.04,1.27,1.66,5.14,1.3,1.0,2.17,1.87,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Imesety,Imesety,SWIFT,Unknown,SPD,HP,HP,SPD > HP > ACC > DEF > RES > CR > ATK > CD,SWIFT > GUARD > VIOLENT,Unknown > WILL > DETERMINATION > FOCUS > SHIELD > ENDURE > ENERGY > FIGHT,SPD > HP,HP > DEF > CD > CR > X > ATK,HP > ATK > ACC > DEF > RES,2.55,1.31,1.65,6.39,1.34,1.0,1.98,1.46,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Iona,Iona,VIOLENT,ENDURE,SPD,HP,HP,RES > SPD > HP > DEF > CR > ACC > ATK > CD,VIOLENT > SWIFT > ENDURE > REVENGE > SHIELD,ENDURE > WILL > SHIELD > Unknown > ENERGY > GUARD > NEMESIS > DESTROY > DETERMINATION > ENHANCE,SPD > HP > DEF,HP > DEF > CD > CR,HP > DEF,2.17,1.17,1.82,3.23,1.42,1.0,1.3,3.64,,RES > SPD,RES > SPD > HP,RES > SPD > HP > DEF
Irene,Irene,SWIFT,WILL,SPD,HP,HP,ACC > CR > RES > SPD > DEF > HP > ATK > CD,SWIFT > VIOLENT > VAMPIRE > ACCURACY > GUARD,WILL > ACCURACY > BLADE > FOCUS > NEMESIS > Unknown,SPD > HP,HP > CD > CR,HP > DEF,1.43,1.2,1.47,1.61,1.78,1.0,2.36,1.65,,ACC > CR,ACC > CR > RES,ACC > CR > RES > SPD
Iris,Iris,DESPAIR,REVENGE,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > CR > RES > CD,DESPAIR > VIOLENT,REVENGE > WILL > NEMESIS > DESTROY > FOCUS,SPD > HP,HP > DEF > CR > X > ATK > CD,HP > ATK > DEF > ACC > RES > X,2.51,1.42,1.79,4.55,1.38,1.0,3.57,1.23,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Iron,Iron,RAGE,GUARD,DEF,CD,DEF,CR > SPD > ACC > HP > DEF > CD > RES > ATK,RAGE > GUARD > VAMPIRE > VIOLENT > BLADE > DESPAIR > DESTROY > ENDURE > REVENGE > SWIFT > WILL,GUARD > BLADE > Unknown > ENDURE > REVENGE > ACCURACY > DESTROY > DETERMINATION > FOCUS > WILL,DEF > SPD > HP,CD > DEF > CR,DEF > HP > Unknown,1.45,1.0,1.43,1.97,3.11,1.22,1.53,1.01,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Isabelle,Isabelle,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > CD > HP > ACC > DEF > RES,SWIFT > RAGE > FATAL > VIOLENT > VAMPIRE > ENDURE > SHIELD,BLADE > Unknown > WILL > REVENGE > NEMESIS > ENDURE > ENERGY > SHIELD,SPD > ATK,CD,ATK > HP,1.42,1.81,1.11,3.44,5.39,1.44,1.32,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > CD
Isael,Isael,SWIFT,WILL,SPD,HP,HP,ACC > SPD > CR > HP > DEF > ATK > RES > CD,SWIFT > VIOLENT > BLADE > FOCUS > WILL > FATAL,WILL > FOCUS > Unknown > REVENGE > BLADE > ENDURE > GUARD > SHIELD,SPD > ATK > HP,HP > CD > DEF > CR,HP > ACC > ATK > DEF > RES,1.73,1.36,1.37,3.14,1.98,1.0,3.18,1.29,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > HP
Iselia,Iselia,SWIFT,FOCUS,SPD,CD,ATK,SPD > ACC > HP > CR > RES > ATK > DEF > CD,SWIFT > DESPAIR > VAMPIRE > FATAL > FOCUS > VIOLENT,FOCUS > Unknown > BLADE > WILL > GUARD > ENERGY > NEMESIS > REVENGE > SHIELD,SPD > ATK,CD > HP > ATK > CR > X > DEF,ATK > ACC > DEF > HP,1.88,1.28,1.27,3.43,1.71,1.0,2.95,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Isillen,Isillen,DESPAIR,WILL,SPD,HP,HP,ACC > SPD > HP > RES > CR > DEF > ATK > CD,DESPAIR > WILL > DESTROY > ENDURE > ENERGY > FATAL > FOCUS > REVENGE > SWIFT,WILL > ENDURE > DESTROY > FOCUS > BLADE > GUARD > NEMESIS > REVENGE > Unknown,SPD > HP > DEF > ATK,HP > CR > CD > DEF > ATK,HP > ACC > DEF > ATK > RES,1.94,1.34,1.63,2.24,1.69,1.0,3.2,1.72,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > RES
Isis,Isis,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > RES > ATK > CR > CD,SWIFT > VIOLENT > ACCURACY,WILL > Unknown > FOCUS > ENDURE > ENERGY > FIGHT > GUARD > REVENGE,SPD > DEF > ATK,HP > DEF > ATK > CD > CR > X,HP > ACC > DEF,2.15,1.19,1.67,4.09,1.19,1.0,3.32,1.55,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Iunu,Iunu,VIOLENT,DESTROY,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,VIOLENT > VAMPIRE > SWIFT,DESTROY > WILL > BLADE > REVENGE > Unknown,SPD > ATK > HP,CD > CR > HP,ATK > HP,2.02,1.67,1.2,3.14,6.36,1.05,1.34,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Izaria,Izaria,SWIFT,Unknown,SPD,CD,ACC,SPD > ACC > HP > CR > ATK > DEF > RES > CD,SWIFT > VIOLENT > DESPAIR > ENDURE > ENERGY > FOCUS > REVENGE > VAMPIRE,Unknown > WILL > FOCUS > REVENGE > SHIELD > ENDURE > NEMESIS,SPD > HP > ATK,CD > HP > ATK > CR > DEF,ACC > ATK > HP,2.23,1.45,1.45,3.54,2.04,1.0,2.26,1.19,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Jaara,Jaara,VIOLENT,WILL,SPD,CD,ATK,ATK > CR > SPD > HP > CD > ACC > DEF > RES,VIOLENT > SWIFT > RAGE > FATAL > VAMPIRE > ACCURACY > FIGHT > REVENGE > WILL,WILL > BLADE > ACCURACY > FIGHT > FOCUS > NEMESIS > REVENGE > SHIELD,SPD > ATK > HP,CD > CR,ATK > HP > ACC,1.61,6.95,1.12,2.05,3.18,1.24,1.12,1.0,,ATK > CR,ATK > CR > SPD,ATK > CR > SPD > HP
Jackie,Jackie,GUARD,GUARD,SPD,CD,DEF,CR > SPD > ACC > DEF > HP > RES > ATK > CD,GUARD > BLADE > FOCUS > REVENGE > VAMPIRE > VIOLENT > DESPAIR > DETERMINATION > ENDURE > ENERGY > FATAL > NEMESIS > SWIFT > WILL,GUARD > BLADE > FOCUS > REVENGE > ENERGY > DESTROY > DETERMINATION > ENDURE > Unknown > WILL,SPD > DEF > HP,CD > DEF > ATK > HP,DEF > HP > ACC > ATK,1.43,1.13,1.48,2.09,4.11,1.0,2.06,1.3,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > DEF
Jackson,Jackson,VIOLENT,WILL,SPD,ATK,HP,SPD > CR > ACC > DEF > HP > RES > CD > ATK,VIOLENT > ENDURE > WILL,WILL > ENDURE > Unknown,SPD > HP,ATK > HP > CD,HP > ATK > DEF,1.29,1.0,1.55,2.58,1.72,1.03,1.55,1.29,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > DEF
Jade / Wind Hollyberry Cookie,Jade / Wind Hollyberry Cookie,VIOLENT,WILL,SPD,HP,DEF,SPD > HP > RES > ACC > DEF > CR > ATK > CD,VIOLENT > GUARD > SWIFT > DETERMINATION > UNKNOWN > VAMPIRE > WILL,WILL > GUARD > NEMESIS > REVENGE > DESTROY > Unknown > BLADE > DETERMINATION > ENERGY,SPD > DEF > HP,HP > DEF > CD > CR,DEF > HP > ACC > ATK,2.31,1.19,1.76,2.78,1.56,1.0,2.05,2.07,,SPD > HP,SPD > HP > RES,SPD > HP > RES > ACC
Jaduel and Aepiah,Jaduel and Aepiah,VIOLENT,WILL,DEF,HP,DEF,SPD > ACC > HP > CR > ATK > DEF > RES > CD,VIOLENT,WILL,DEF,HP,DEF,2.67,1.6,1.33,8.0,2.0,1.0,4.0,1.14,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Jager,Jager,VAMPIRE,WILL,SPD,CD,HP,CR > SPD > HP > ATK > DEF > RES > CD > ACC,VAMPIRE > VIOLENT,WILL > NEMESIS > REVENGE > BLADE > DESTROY > ENDURE > ENERGY > Unknown,SPD > HP > ATK > DEF,CD,HP > ATK,1.79,1.72,1.48,2.92,5.76,1.02,1.0,1.04,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Jamie,Jamie,SWIFT,WILL,SPD,CD,ATK,SPD > CR > HP > RES > DEF > ACC > ATK > CD,SWIFT > VIOLENT > ENDURE > BLADE > FIGHT > VAMPIRE > DESPAIR > ENERGY > FATAL > SHIELD > TOLERANCE > WILL,WILL > Unknown > ENDURE > SHIELD > BLADE > DETERMINATION > REVENGE > GUARD > ACCURACY > ENERGY,SPD > ATK > HP,CD > DEF > HP > CR > ATK,ATK > HP > DEF > RES > X > ACC,1.84,1.31,1.47,3.01,2.26,1.0,1.32,1.6,,SPD > CR,SPD > CR > HP,SPD > CR > HP > RES
Jamire,Jamire,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > CD > RES,SWIFT > VIOLENT > ENDURE > SHIELD,WILL > Unknown > BLADE > GUARD > FIGHT > FOCUS > REVENGE > SHIELD,SPD > HP > ATK,CD > CR > DEF > HP,ATK > HP > DEF > ACC > RES,1.65,1.49,1.28,2.64,3.35,1.04,1.49,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Janssen,Janssen,FIGHT,FIGHT,HP,HP,HP,SPD > RES > ACC > CR > HP > DEF > ATK > CD,FIGHT > ENHANCE > ENDURE > VIOLENT > FOCUS > NEMESIS > REVENGE > SHIELD > SWIFT > WILL,FIGHT > Unknown > ENERGY > SHIELD > ENDURE > NEMESIS > REVENGE,HP > SPD > DEF,HP > DEF > CD,HP > DEF > ACC,1.81,1.08,1.27,2.34,1.93,1.0,1.93,2.1,,SPD > RES,SPD > RES > ACC,SPD > RES > ACC > CR
Jansson,Jansson,SWIFT,BLADE,SPD,HP,HP,SPD > HP > ACC > CR > RES > DEF > ATK > CD,SWIFT > FIGHT > NEMESIS > SHIELD > VIOLENT,BLADE > FIGHT > SHIELD > Unknown > ENDURE > ENERGY > GUARD,SPD > HP > DEF,HP > CR > DEF > CD,HP > DEF > X > ATK,2.22,1.31,1.39,3.04,1.86,1.0,2.16,1.77,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
